
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGNATES
1370	Armenian	sand	70	ɑvɑz	ɑ v ɑ z	397	7 3 7 3	XBYN	ABAS	1	1.A.V 1.B.C 1.A.V 1.S.c	1.5 1.75 1.3 0.8	0	133
1388	Greek	say (V)	71	leɣo	l e ɣ o	410	5 7 3 7	AXBZ	LEGU	2	2.L.C 2.E.V 2.G.C 2.U.V	2.0 1.5 1.75 0.8	0	136
1389	Armenian	say (V)	71	ɑsɛl	ɑ s ɛ l	406	7 3 7 5	XBYN	ASEL	1	1.A.V 1.S.C 1.E.V 1.L.c	1.5 1.75 1.3 0.8	0	135
1408	Greek	see (V)	72	vlepo	v l e p o	415	3 5 7 1 7	ACXBZ	BLEPU	2	2.B.C 2.L.C 2.E.V 2.P.C 2.U.V	2.0 1.5 1.5 1.75 0.8	0	138
1409	Armenian	see (V)	72	tɛsnɛl	t ɛ s n ɛ l	416	1 7 3 4 7 5	AXBCYN	TESNEL	1	1.T.C 1.E.V 1.S.C 1.N.C 1.E.V 1.L.c	2.0 1.5 1.75 1.5 1.3 0.8	0	137
1427	Greek	seed	73	sporos	s p o r o s	423	3 1 7 5 7 3	ACYBYN	SPURUS	2	2.S.C 2.P.C 2.U.V 2.R.C 2.U.V 2.S.c	2.0 1.5 1.3 1.75 1.3 0.8	0	140
1428	Armenian	seed	73	seɾm	s e ɾ m	-419	3 7 5 4	AXLN	SERM	1	1.S.C 1.E.V 1.R.c 1.M.c	2.0 1.5 1.1 0.8	0	139
2051	Greek	short	105	kondos	k o n d o s	582	1 7 4 1 7 3	AXMBYN	KUNTUS	2	2.K.C 2.U.V 2.N.c 2.T.C 2.U.V 2.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	142
2052	Armenian	short	105	kɑɾʧ	k ɑ ɾ ʧ	581	1 7 5 2	AXLN	KARC	1	1.K.C 1.A.V 1.R.c 1.C.c	2.0 1.5 1.1 0.8	0	141
1447	Greek	sit (V)	74	kaθome	k a θ o m e	426	1 7 3 7 4 7	AXBYBZ	KADUME	2	2.K.C 2.A.V 2.D.C 2.U.V 2.M.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	144
1448	Armenian	sit (V)	74	nəstɛl	n ə s t ɛ l	424	4 7 3 1 7 5	AXMBYN	NESTEL	1	1.N.C 1.E.V 1.S.c 1.T.C 1.E.V 1.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	143
1466	Greek	skin	75	ðerma	ð e r m a	428	3 7 5 4 7	AXMBZ	DERMA	2	2.D.C 2.E.V 2.R.c 2.M.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0	146
1467	Armenian	skin	75	mɑʃk	m ɑ ʃ k	-431	4 7 3 1	AXLN	MASK	1	1.M.C 1.A.V 1.S.c 1.K.c	2.0 1.5 1.1 0.8	0	145
1489	Greek	sleep (V)	76	cimume	c i m u m e	434	1 7 4 7 4 7	AXBYBZ	CIMYME	2	2.C.C 2.I.V 2.M.C 2.Y.V 2.M.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	148
1490	Armenian	sleep (V)	76	kʰənɛl	kʰ ə n ɛ l	435	1 7 4 7 5	AXBYN	KENEL	1	1.K.C 1.E.V 1.N.C 1.E.V 1.L.c	2.0 1.5 1.75 1.3 0.8	0	147
1508	Greek	small	77	mikros	m i k r o s	438	4 7 1 5 7 3	AXBCYN	MIKRUS	2	2.M.C 2.I.V 2.K.C 2.R.C 2.U.V 2.S.c	2.0 1.5 1.75 1.5 1.3 0.8	0	150
1509	Armenian	small	77	pʰokʰəɾ	pʰ o kʰ ə ɾ	440	1 7 1 7 5	AXBYN	PUKER	1	1.P.C 1.U.V 1.K.C 1.E.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	149
2075	Greek	snake	106	fiði	f i ð i	586	3 7 3 7	AXBZ	BIDI	2	2.B.C 2.I.V 2.D.C 2.I.V	2.0 1.5 1.75 0.8	0	152
2076	Armenian	snake	106	oʦʰ	o ʦʰ	586	7 2	XN	UC	1	1.U.V 1.C.c	1.5 0.8	0	151
1548	Greek	stand (V)	79	stekome	s t e k o m e	451	3 1 7 1 7 4 7	ACYBYBZ	STEKUME	2	2.S.C 2.T.C 2.E.V 2.K.C 2.U.V 2.M.C 2.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	154
1549	Armenian	stand (V)	79	kɑngnɛl	k ɑ n g n ɛ l	450	1 7 4 1 4 7 5	AXMBCYN	KANKNEL	1	1.K.C 1.A.V 1.N.c 1.K.C 1.N.C 1.E.V 1.L.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	153
1565	Greek	star	80	asteri	a s t e r i	454	7 3 1 7 5 7	XMBYBZ	ASTERI	2	2.A.V 2.S.c 2.T.C 2.E.V 2.R.C 2.I.V	1.5 1.1 1.75 1.3 1.75 0.8	0	156
1566	Armenian	star	80	ɑstəʁ	ɑ s t ə ʁ	454	7 3 1 7 5	XMBYN	ASTER	1	1.A.V 1.S.c 1.T.C 1.E.V 1.R.c	1.5 1.1 1.75 1.3 0.8	0	155
1584	Greek	stone	81	petra	p e t r a	460	1 7 1 5 7	AXBCZ	PETRA	2	2.P.C 2.E.V 2.T.C 2.R.C 2.A.V	2.0 1.5 1.75 1.5 0.8	0	158
1585	Armenian	stone	81	kʰɑɾ	kʰ ɑ ɾ	461	1 7 5	AXN	KAR	1	1.K.C 1.A.V 1.R.c	2.0 1.5 0.8	0	157
1603	Greek	sun	82	iʎos	i ʎ o s	463	7 5 7 3	XBYN	ILUS	2	2.I.V 2.L.C 2.U.V 2.S.c	1.5 1.75 1.3 0.8	0	160
1604	Armenian	sun	82	ɑɾɛv	ɑ ɾ ɛ v	462	7 5 7 3	XBYN	AREB	1	1.A.V 1.R.C 1.E.V 1.B.c	1.5 1.75 1.3 0.8	0	159
1622	Greek	swim (V)	83	kolimbo	k o l i m b o	469	1 7 5 7 4 1 7	AXBYMBZ	KULIMPU	2	2.K.C 2.U.V 2.L.C 2.I.V 2.M.c 2.P.C 2.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	162
1623	Armenian	swim (V)	83	loʁɑl	l o ʁ ɑ l	467	5 7 5 7 5	AXBYN	LURAL	1	1.L.C 1.U.V 1.R.C 1.A.V 1.L.c	2.0 1.5 1.75 1.3 0.8	0	161
1641	Greek	tail	84	ura	u r a	475	7 5 7	XBZ	YRA	2	2.Y.V 2.R.C 2.A.V	1.5 1.75 0.8	0	164
1642	Armenian	tail	84	poʧʰ	p o ʧʰ	474	1 7 2	AXN	PUC	1	1.P.C 1.U.V 1.C.c	2.0 1.5 0.8	0	163
1663	Greek	that	85	ecino	e c i n o	486	7 1 7 4 7	XBYBZ	ECINU	2	2.E.V 2.C.C 2.I.V 2.N.C 2.U.V	1.5 1.75 1.3 1.75 0.8	0	166
1664	Armenian	that	85	ɑɪ̯n	ɑɪ̯ n	485	7 4	XN	AN	1	1.A.V 1.N.c	1.5 0.8	0	165
2098	Greek	thin	107	leptos	l e p t o s	597	5 7 1 1 7 3	AXMBYN	LEPTUS	2	2.L.C 2.E.V 2.P.c 2.T.C 2.U.V 2.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	168
2099	Armenian	thin	107	bɑɾɑk	b ɑ ɾ ɑ k	-594	1 7 5 7 1	AXBYN	PARAK	1	1.P.C 1.A.V 1.R.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 0.8	0	167
1684	Greek	this	86	afto	a f t o	492	7 3 1 7	XMBZ	ABTU	2	2.A.V 2.B.c 2.T.C 2.U.V	1.5 1.1 1.75 0.8	0	170
1685	Armenian	this	86	ɑɪs	ɑɪ s	492	7 3	XN	AS	1	1.A.V 1.S.c	1.5 0.8	0	169
1704	Greek	thou	87	esi	e s i	495	7 3 7	XBZ	ESI	2	2.E.V 2.S.C 2.I.V	1.5 1.75 0.8	0	172
1705	Armenian	thou	87	du	d u	495	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	0	171
1723	Greek	tongue	88	ɣlosa	ɣ l o s a	497	3 5 7 3 7	ACXBZ	GLUSA	2	2.G.C 2.L.C 2.U.V 2.S.C 2.A.V	2.0 1.5 1.5 1.75 0.8	0	174
1724	Armenian	tongue	88	lɛzu	l ɛ z u	496	5 7 3 7	AXBZ	LESY	1	1.L.C 1.E.V 1.S.C 1.Y.V	2.0 1.5 1.75 0.8	0	173
1742	Greek	tooth	89	ðondi	ð o n d i	499	3 7 4 1 7	AXMBZ	DUNTI	2	2.D.C 2.U.V 2.N.c 2.T.C 2.I.V	2.0 1.5 1.1 1.75 0.8	0	176
1743	Armenian	tooth	89	ɑtɑm	ɑ t ɑ m	499	7 1 7 4	XBYN	ATAM	1	1.A.V 1.T.C 1.A.V 1.M.c	1.5 1.75 1.3 0.8	0	175
1761	Greek	tree	90	ðenðro	ð e n ð r o	501	3 7 4 3 5 7	AXMBCZ	DENDRU	2	2.D.C 2.E.V 2.N.c 2.D.C 2.R.C 2.U.V	2.0 1.5 1.1 1.75 1.5 0.8	0	178
1762	Armenian	tree	90	ʦɑr	ʦ ɑ r	-503	2 7 5	AXN	CAR	1	1.C.C 1.A.V 1.R.c	2.0 1.5 0.8	0	177
1781	Greek	two	91	ðʝo	ð ʝ o	507	3 3 7	ACZ	DSU	2	2.D.C 2.S.C 2.U.V	2.0 1.5 0.8	0	180
1782	Armenian	two	91	jɛɾku	j ɛ ɾ k u	507	6 7 5 1 7	AXMBZ	JERKY	1	1.J.C 1.E.V 1.R.c 1.K.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	179
1821	Greek	warm	93	xliaros	x l ia r o s	521	3 5 7 5 7 3	ACXBYN	GLIRUS	2	2.G.C 2.L.C 2.I.V 2.R.C 2.U.V 2.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	182
1822	Armenian	warm	93	tɑkʰ	t ɑ kʰ	522	1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	0	181
1840	Greek	water	94	nero	n e r o	524	4 7 5 7	AXBZ	NERU	2	2.N.C 2.E.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	0	184
1841	Armenian	water	94	ʤuɾ	ʤ u ɾ	527	2 7 5	AXN	CYR	1	1.C.C 1.Y.V 1.R.c	2.0 1.5 0.8	0	183
1859	Greek	we	95	emis	e m i s	528	7 4 7 3	XBYN	EMIS	2	2.E.V 2.M.C 2.I.V 2.S.c	1.5 1.75 1.3 0.8	0	186
1860	Armenian	we	95	mɛnkʰ	m ɛ n kʰ	528	4 7 4 1	AXLN	MENK	1	1.M.C 1.E.V 1.N.c 1.K.c	2.0 1.5 1.1 0.8	0	185
1896	Greek	white	97	lefkos	l e f k o s	535	5 7 3 1 7 3	AXMBYN	LEBKUS	2	2.L.C 2.E.V 2.B.c 2.K.C 2.U.V 2.S.c	2.0 1.5 1.1 1.75 1.3 0.8	0	188
1897	Armenian	white	97	spitɑk	s p i t ɑ k	-534	3 1 7 1 7 1	ACYBYN	SPITAK	1	1.S.C 1.P.C 1.I.V 1.T.C 1.A.V 1.K.c	2.0 1.5 1.3 1.75 1.3 0.8	0	187
1932	Greek	woman	99	ʝineka	ʝ i n e k a	544	3 7 4 7 1 7	AXBYBZ	SINEKA	2	2.S.C 2.I.V 2.N.C 2.E.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	190
1933	Armenian	woman	99	kin	k i n	544	1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	0	189
2161	Greek	year	110	etos	e t o s	613	7 1 7 3	XBYN	ETUS	2	2.E.V 2.T.C 2.U.V 2.S.c	1.5 1.75 1.3 0.8	0	192
2162	Armenian	year	110	tɑɾi	t ɑ ɾ i	-610	1 7 5 7	AXBZ	TARI	1	1.T.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	0	191
1952	Greek	yellow	100	citrinos	c i t r i n o s	-547	1 7 1 5 7 4 7 3	AXBCYBYN	CITRINUS	2	2.C.C 2.I.V 2.T.C 2.R.C 2.I.V 2.N.C 2.U.V 2.S.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	194
1953	Armenian	yellow	100	dɛʁin	d ɛ ʁ i n	552	1 7 5 7 4	AXBYN	TERIN	1	1.T.C 1.E.V 1.R.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	193
